Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::MainMenu,Add a new language,Añadir un Nuevo Lenguaje,Añadir un nuevo idioma,Ajouter une nouvelle langue,Ajouter une nouvelle langue,Y,
openstudio::MainMenu,Adding a new language,Añadiendo un Nuevo Lenguaje,Agregar un nuevo idioma,Ajouter une nouvelle langue,Ajouter une nouvelle langue,Y,
openstudio::MainMenu,"Adding a new language requires almost no coding skill, but it does require language skills: the only thing to do is to translate each sentence/word with the help of a dedicated software.
If you would like to see the OpenStudioApplication translated in your language of choice, we would welcome your help. Send an email to osc@openstudiocoalition.org specifying which language you want to add, and we will be in touch to help you get started.","Añadir un nuevo lenguaje require muy pocas habilidades de programación, pero require habilidades de lenguas: la única cosa por hacer es traducir cada oración/palabra con la ayuda de un programa de computadora dedicado.
Si le gustaría ver la AplicaciónOpenStudio traducido a algun otro lenguaje, le agradeceríamos su ayuda. Envie un correo electrónico a osc@openstudiocoalition.org especificando que lenguaje quisiera añadir, y nos pondremos en contacto con ustedes para ayudarle a comenzar.","Agregar un nuevo idioma requiere casi ninguna habilidad de programación, pero sí requiere habilidades lingüísticas: lo único que hay que hacer es traducir cada oración/palabra con la ayuda de un software dedicado.
Si le gustaría ver OpenStudio Application traducido en su idioma de preferencia, nos encantaría contar con su ayuda. Envíe un correo electrónico a osc@openstudiocoalition.org especificando qué idioma desea agregar, y nos pondremos en contacto para ayudarle a comenzar.","Ajouter une nouvelle langue ne requiert pas de compétence en programmation informatique : la seule chose à faire est de traduire chaque phrase/mot à l'aide d'un logiciel dédié.
Si vous voulez voir l'Application OpenStudio traduite dans la langue de votre choix, nous serions ravi de votre aide. Envoyez un email à osc@openstudiocoalition.org en spécifiant quel langue vous souhaitez ajouter et nous reviendrons vers pour vous aider à démarrer.","Ajouter une nouvelle langue ne nécessite presque aucune compétence en codage, mais cela demande des compétences linguistiques : il suffit de traduire chaque phrase/mot à l'aide d'un logiciel dédié.
Si vous souhaitez voir l'Application OpenStudio traduite dans la langue de votre choix, nous serions heureux de votre aide. Envoyez un courrier électronique à osc@openstudiocoalition.org en spécifiant la langue que vous souhaitez ajouter, et nous vous contacterons pour vous aider à commencer.",Y,Y
openstudio::MainMenu,Allow Analytics,Permitir Analíticas,Permitir Análisis,Autoriser la télémétrie,Autoriser l'analyse,Y,Y
openstudio::MainMenu,Arabic,Árabe,Árabe,Arabe,Arabe,,
openstudio::MainMenu,Catalan,Catalán,Catalán,Catalan,Catalan,,
openstudio::MainMenu,Check For &Update,Buscar &Actualizaciones,Buscar &Actualizaciones,&Vérifier les mises à jour,Vérifier les &mises à jour,,Y
openstudio::MainMenu,Chinese,Chino,Chino,Chinois,Chinois,,
openstudio::MainMenu,Ctrl+M,Ctrl+M,Ctrl+M,Ctrl+M,Ctrl+M,,
openstudio::MainMenu,Ctrl+R,Ctrl+R,Ctrl+R,Ctrl+R,Ctrl+R,,
openstudio::MainMenu,Debug Webgl,Depurar WebGL,Depurar WebGL,Déboggage WebGL,Déboguer WebGL,,Y
openstudio::MainMenu,E&xamples,E&jemplos,E&jemplos,E&xemples,E&xemples,,
openstudio::MainMenu,E&xit,&Salir,&Salir,&Quitter,&Quitter,,
openstudio::MainMenu,English,Inglés,Inglés,Anglais,Anglais,,
openstudio::MainMenu,English (&I-P),Inglés (&I-P),Inglés (&I-P),&Impériales,English (&I-P),,Y
openstudio::MainMenu,Farsi,Farsi,Farsi,Farsi,Farsi,,
openstudio::MainMenu,Find &Components,Buscar &Componentes,Buscar &Componentes,Trouver un &Composant,Trouver des &composants,,Y
openstudio::MainMenu,Find &Measures,Buscar &Medidas,Buscar &Medidas,Trouver une &Mesure,Rechercher des &Mesures,,Y
openstudio::MainMenu,French,Francés,Francés,Français,Français,,
openstudio::MainMenu,German,Alemán,Alemán,Allemand,Allemand,,
openstudio::MainMenu,Greek,Griego,Griego,Grec,Grec,,
openstudio::MainMenu,Hebrew,Hebreo,Hebreo,Hébreu,Hébreu,,
openstudio::MainMenu,Hindi,Hindi,Hindi,Hindi,Hindi,,
openstudio::MainMenu,I&FC,I&FC,I&FC,I&FC,&IFC,,Y
openstudio::MainMenu,Indonesian,Indonesio,Indonesio,Indonésien,Indonésien,,
openstudio::MainMenu,Italian,Italiano,Italiano,Italien,Italien,,
openstudio::MainMenu,Japanese,Japonés,Japonés,Japonais,Japonais,,
openstudio::MainMenu,Korean,Coreano,Coreano,Coréen,Coréen,,
openstudio::MainMenu,Metric (&SI),Metrico (&SI),Métrico (&SI),&Métriques,Métrique (&SI),Y,Y
openstudio::MainMenu,OpenStudio &Help,&Ayuda de OpenStudio,OpenStudio &Ayuda,&Aide OpenStudio,OpenStudio &Aide,Y,Y
openstudio::MainMenu,Polish,Polaco,Polaco,Polonais,Polonais,,
openstudio::MainMenu,Portuguese,Portugués,Portugués,Portugais,Portugais,,
openstudio::MainMenu,Save &As,Guardar &Como,Guardar &como,Enregistrer s&ous,Enregistrer &sous,Y,Y
openstudio::MainMenu,Shoebox Model,Modelo Caja de Zapatos,Modelo de Caja Simple,Boîte à chaussure,Modèle Parallélépipédique,Y,Y
openstudio::MainMenu,Spanish,Español,Español,Espagnol,Espagnol,,
openstudio::MainMenu,Turkish,Turco,Turco,Turc,Turc,,
openstudio::MainMenu,Vietnamese,Vietnamita,Vietnamita,Vietnamien,Vietnamien,,
openstudio::MainRightColumnController,Air Boundary Constructions,Construcciones de límite de aire,Construcciones de Límite de Aire,Constructions de Limites d'Air,Constructions de limite d'air,Y,Y
openstudio::MainRightColumnController,Air Gap Materials,Materiales de cámara de aire,Materiales de Cámara de Aire,Matériaux de lame d'air,Matériaux de lames d'air,Y,Y
openstudio::MainRightColumnController,Air Loop HVAC,Bucle de Aire HVAC,Bucle de Aire HVAC,Boucle de circulation d'air HVAC,Boucle d'air HVAC,,Y
openstudio::MainRightColumnController,Air Terminal Chilled Beam,Terminal Aire Viga Fría,Terminal de Aire para Viga Fría,Terminal d'air à poutre froide,Terminal d'air pour poutre froide,Y,Y
openstudio::MainRightColumnController,Air Terminal Dual Duct Constant Volume,Terminal Aire Doble Conducto VC,Terminal de Aire Dual Duct Volumen Constante,Terminaison d'Air à Conduits Doubles Débit Constant,Terminal d'air à conduits doubles volume constant,Y,Y
openstudio::MainRightColumnController,Air Terminal Dual Duct VAV,Terminal Aire Doble Conducto VAV,Terminal de Aire Conducto Dual VAV,Terminal de soufflage double gaine à débit variable,Terminal d'air double conduit VAV,Y,Y
openstudio::MainRightColumnController,Air Terminal Dual Duct VAV Outdoor Air,Terminal Aire DD VAV Aire Exterior,Terminal de Aire Dual Conducto VAV Aire Exterior,Terminaison d'air double conduit VAV air extérieur,Terminal d'Air Dual Duct VAV Air Extérieur,Y,Y
openstudio::MainRightColumnController,Air Terminal Four Pipe Beam,Terminal Aire Viga 4 Tubos,Terminal de Aire Viga de Cuatro Tubos,Terminal d'air à quatre tuyaux pour poutre,Terminal d'air quatre tuyaux avec poutre,Y,Y
openstudio::MainRightColumnController,Air Terminal Four Pipe Induction,Terminal Aire 4 Tubos Inducción,Terminal de Aire de Inducción de Cuatro Tuberías,Terminaison d'air à induction à quatre tubes,Unité Terminale Induction Quatre Tubes,Y,Y
openstudio::MainRightColumnController,Air Terminals,Terminales de Aire,Terminales de Aire,Terminaux d'air,Terminaux d'air,,
openstudio::MainRightColumnController,AirLoopHVAC Outdoor Air System,Bucle Aire HVAC - Sist. Aire Exterior,Sistema de Aire Exterior de AirLoopHVAC,Système d'air extérieur AirLoopHVAC,Système d'air extérieur AirLoopHVAC,Y,
openstudio::MainRightColumnController,AirLoopHVAC Unitary Heat Pump AirToAir MultiSpeed,Bucle Aire HVAC - Bomba Calor Aire-Aire Multivel.,Bomba de Calor AirToAir MultiVelocidad AirLoopHVAC Unitaria,Pompe à chaleur multivitesse air-air AirLoopHVAC unitaire,Pompe à chaleur air-air multivitest pour boucle d'air AirLoopHVAC,Y,Y
openstudio::MainRightColumnController,AirLoopHVAC Unitary System,Bucle Aire HVAC - Sistema Unitario,Sistema Unitario AirLoopHVAC,Système Unitaire AirLoopHVAC,Système Unitaire AirLoopHVAC,Y,
openstudio::MainRightColumnController,AirLoopHVAC Unitary VAV Changeover Bypass,Bucle Aire HVAC - VAV Conmutación Bypass,AirLoopHVAC Unitary VAV Changeover Bypass,AirLoopHVAC Unitary VAV Changeover Bypass,Unité VAV avec Changement de Mode Bypass,Y,Y
openstudio::MainRightColumnController,AirTerminal Heat and Cool No Reheat,Terminal Aire Calef. y Enf. Sin Recalent.,Terminal de Aire Calefacción y Refrigeración sin Recalentamiento,Terminal d'air avec chauffage et refroidissement sans réchauffage,Terminal aéraulique chauffage et refroidissement sans réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Heat and Cool Reheat,Terminal Aire Calef. y Enf. Recalent.,"Terminal de Aire con Calefacción, Enfriamiento y Recalentamiento",Terminal d'air chauffage et refroidissement avec réchauffage,Terminal d'Air à Chauffage et Refroidissement avec Réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Inlet Side Mixer,Terminal Aire Mezclador Entrada,Mezclador del Lado de Entrada del Terminal de Aire,Mélangeur Côté Entrée du Terminal d'Air,Mélangeur côté amont terminal d'air,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct Constant Volume No Reheat,Terminal Aire CD VC Sin Recalent.,Terminal de Aire Conducto Único Volumen Constante sin Recalentamiento,Terminal d'air simple conduit débit constant sans réchauffage,Terminaison d'air conduit unique débit constant sans réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct Constant Volume Reheat,Terminal Aire CD VC Recalentamiento,Terminal de Aire Conducto Simple Volumen Constante Recalentamiento,Terminal Monocanal à Débit Constant avec Réchauffage,Terminal d'air Conduit unique Débit constant avec Réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct Parallel PIU Reheat,Terminal Aire CD PIU Paralelo Recalent.,Terminal de Aire Conducto Simple Paralelo PIU Recalentamiento,Terminal Aérien Conduit Simple Parallèle PIU Avec Réchauffage,Terminal d'air simple conduit parallèle PIU avec réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct Series PIU Reheat,Terminal Aire CD PIU Serie Recalent.,Terminal de Aire Conducto Simple Serie PIU Recalentamiento,AirTerminal Single Duct Series PIU Reheat,Terminal d'air monotube série PIU avec réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct VAV NoReheat,Terminal Aire CD VAV Sin Recalent.,Terminal de Aire Conducto Único VAV sin Recalentamiento,Terminaison d'air monoconduit VAV sans réchauffage,Terminal d'air conduit simple VAV sans réchauffage,Y,Y
openstudio::MainRightColumnController,AirTerminal Single Duct VAV Reheat,Terminal Aire CD VAV Recalentamiento,Terminal de Aire Conducto Individual VAV con Recalentamiento,Terminal d'air monoconduit VAV avec réchauffage,Terminal d'air monoconduit VAV avec réchauffage,Y,
openstudio::MainRightColumnController,Availability Manager Differential Thermostat,Gestor Disp. Termostato Diferencial,Gestor de Disponibilidad Termostato Diferencial,Gestionnaire de disponibilité - Thermostat différentiel,Gestionnaire de disponibilité Thermostat différentiel,Y,Y
openstudio::MainRightColumnController,Availability Manager High Temperature Turn Off,Gestor Disp. Temp. Alta Desactivación,Gestor de Disponibilidad Desactivación por Temperatura Alta,Gestionnaire de disponibilité - Arrêt à température élevée,Gestionnaire de disponibilité - Arrêt à haute température,Y,Y
openstudio::MainRightColumnController,Availability Manager High Temperature Turn On,Gestor Disp. Temp. Alta Activación,Gestor de Disponibilidad Activación por Temperatura Alta,Gestionnaire de disponibilité Activation à haute température,Gestionnaire de disponibilité - Activation à température élevée,Y,Y
openstudio::MainRightColumnController,Availability Manager Hybrid Ventilation,Gestor Disp. Ventilación Híbrida,Gestor de Disponibilidad de Ventilación Híbrida,Gestionnaire de disponibilité - Ventilation hybride,Gestionnaire de disponibilité - Ventilation hybride,Y,
openstudio::MainRightColumnController,Availability Manager Low Temperature Turn Off,Gestor Disp. Temp. Baja Desactivación,Gestor de Disponibilidad - Desactivación a Baja Temperatura,Gestionnaire de disponibilité arrêt basse température,Gestionnaire de disponibilité - Arrêt à basse température,Y,Y
openstudio::MainRightColumnController,Availability Manager Low Temperature Turn On,Gestor Disp. Temp. Baja Activación,Gestor de Disponibilidad Activación por Temperatura Baja,Gestionnaire de disponibilité Activation à basse température,Gestionnaire de disponibilité – Activation par température basse,Y,Y
openstudio::MainRightColumnController,Availability Manager Night Cycle,Gestor Disp. Ciclo Nocturno,Gestor de Disponibilidad Ciclo Nocturno,Gestionnaire de disponibilité cycle nocturne,Gestionnaire de disponibilité - Cycle nocturne,Y,Y
openstudio::MainRightColumnController,Availability Manager Night Ventilation,Gestor Disp. Ventilación Nocturna,Gestor de Disponibilidad Ventilación Nocturna,Gestionnaire de disponibilité ventilation nocturne,Gestionnaire de disponibilité - Ventilation nocturne,Y,Y
openstudio::MainRightColumnController,Availability Manager Optimum Start,Gestor Disp. Arranque Óptimo,Gestor de Disponibilidad Inicio Óptimo,Gestionnaire de disponibilité Démarrage optimisé,Gestionnaire de disponibilité - Démarrage optimal,Y,Y
openstudio::MainRightColumnController,Availability Manager Scheduled,Gestor Disp. Programado,Gestor de Disponibilidad Programado,Gestionnaire de disponibilité programmé,Gestionnaire de Disponibilité Planifié,Y,Y
openstudio::MainRightColumnController,Availability Manager Scheduled Off,Gestor Disp. Programado Inactivo,Gestor de Disponibilidad Desactivado por Horario,Gestionnaire de disponibilité arrêt programmé,Gestionnaire de Disponibilité Arrêt Programmé,Y,Y
openstudio::MainRightColumnController,Availability Manager Scheduled On,Gestor Disp. Programado Activo,Gestor de Disponibilidad Programado Activado,Gestionnaire de Disponibilité Programmé Activé,Gestionnaire de disponibilité programmé activé,Y,Y
openstudio::MainRightColumnController,Availability Managers,Gestores de Disponibilidad,Gestores de Disponibilidad,Gestionnaires de disponibilité,Gestionnaires de disponibilité,,
openstudio::MainRightColumnController,Baseboard Convective Electric,Zócalo Convectivo Eléctrico,Convector Eléctrico de Zócalo,Convecteur électrique de plinthé,Convecteur électrique plinthe,Y,Y
openstudio::MainRightColumnController,Baseboard Convective Water,Zócalo Convectivo Agua,Convector Baseboard de Agua,Convecteur à plinthe à eau,Convecteur de plinthе à eau chaude,Y,Y
openstudio::MainRightColumnController,Baseboard Radiant Convective Electric,Zócalo Radiante-Convectivo Eléctrico,Baseboard Eléctrico Radiante Convectivo,Radiateur électrique baseboard rayonnant-convectif,Radiateur électrique plinthe rayonnant convectif,Y,Y
openstudio::MainRightColumnController,Baseboard Radiant Convective Water,Zócalo Radiante-Convectivo Agua,Agua Radiante Convectiva de Zócalo,Radiateur Plinthe Radiatif Convectif à Eau,Plinth Rayonnant Convectif Eau,Y,Y
openstudio::MainRightColumnController,Blind Window Materials,Materiales de persiana para ventanas,Materiales de Persianas para Ventanas,Matériaux de Fenêtre avec Stores,Matériaux des stores de fenêtre,Y,Y
openstudio::MainRightColumnController,Boiler Hot Water,Caldera Agua Caliente,Caldera de Agua Caliente,Eau Chaude Chaudière,Chaudière Eau Chaude,Y,Y
openstudio::MainRightColumnController,Boilers,Calderas,Calderas,Chaudières,Chaudières,,
openstudio::MainRightColumnController,Building,Edificio,Edificio,Bâtiment,Bâtiment,,
openstudio::MainRightColumnController,Building Stories,Plantas del Edificio,Historias del Edificio,Étages du bâtiment,Étages du Bâtiment,Y,Y
openstudio::MainRightColumnController,C-factor Underground Wall Constructions,Construcciones de muro subterráneo (factor C),Construcciones de Muros Subterráneos por Factor C,Constructions de parois souterraines à facteur C,Constructions de Murs Souterrains à Facteur C,Y,Y
openstudio::MainRightColumnController,Central Heat Pump System,Sistema Central Bomba de Calor,Sistema Central de Bomba de Calor,Système de pompe à chaleur centralisée,Système de pompe à chaleur centralisée,Y,
openstudio::MainRightColumnController,Central Heat Pump Systems,Sistemas Centrales Bomba de Calor,Sistemas de Bomba de Calor Centralizada,Systèmes de Pompes à Chaleur Centralisées,Systèmes de Pompes à Chaleur Centralisées,Y,
openstudio::MainRightColumnController,Chiller - Absorption,Enfriadora Absorción,Enfriador - Absorción,Refroidisseur - Absorption,Refroidisseur - Absorption,Y,
openstudio::MainRightColumnController,Chiller - Electric EIR,Enfriadora Eléctrica EIR,Enfriador - EIR Eléctrico,Refroidisseur - EIR Électrique,Refroidisseur - EIR électrique,Y,Y
openstudio::MainRightColumnController,Chiller - Indirect Absorption,Enfriadora Absorción Indirecta,Enfriadora - Absorción Indirecta,Refroidisseur - Absorption Indirecte,Refroidisseur - Absorption indirecte,Y,Y
openstudio::MainRightColumnController,Chillers,Enfriadoras,Enfriadoras,Refroidisseurs,Refroidisseurs,,
openstudio::MainRightColumnController,Coil Cooling DX SingleSpeed,Serpentín Enf. DX 1 Vel.,Serpentín de Enfriamiento DX Velocidad Única,Serpentin de refroidissement DX à vitesse unique,Serpentin de Refroidissement DX à Vitesse Unique,Y,Y
openstudio::MainRightColumnController,Coil Cooling DX TwoSpeed,Serpentín Enf. DX 2 Vel.,Serpentín Enfriamiento DX Dos Velocidades,Serpentin de refroidissement DX deux vitesses,Serpentin de Refroidissement DX Deux Vitesses,Y,Y
openstudio::MainRightColumnController,Coil Cooling DX TwoStage - Humidity Control,Serpentín Enf. DX 2 Etapas - Ctrl. Humedad,Serpentín Enfriamiento DX Dos Etapas - Control de Humedad,Serpentin de Refroidissement DX Deux Étapes - Contrôle de l'Humidité,Serpentin de Refroidissement DX Biétagé - Contrôle d'Humidité,Y,Y
openstudio::MainRightColumnController,Coil Cooling DX VariableSpeed,Serpentín Enf. DX Vel. Variable,Bobina Enfriadora DX Velocidad Variable,Bobine de refroidissement DX à vitesse variable,Serpentin de Refroidissement DX Vitesse Variable,Y,Y
openstudio::MainRightColumnController,Coil Cooling Water,Serpentín Enf. Agua,Serpentín de Enfriamiento con Agua,Serpentin de Refroidissement à Eau,Batterie de refroidissement à eau,Y,Y
openstudio::MainRightColumnController,Coil Heating DX SingleSpeed,Serpentín Calef. DX 1 Vel.,Serpentín Calefacción DX Velocidad Única,Serpentin de Chauffage DX Vitesse Unique,Serpentin de Chauffage DX Vitesse Unique,Y,
openstudio::MainRightColumnController,Coil Heating Electric,Serpentín Calef. Eléctrico,Serpentín de Calefacción Eléctrica,Serpentin de Chauffage Électrique,Serpentin de Chauffage Électrique,Y,
openstudio::MainRightColumnController,Coil Heating Gas,Serpentín Calef. Gas,Serpentín de Calefacción a Gas,Serpentin de Chauffage Gaz,Serpentin de Chauffage Gaz,Y,
openstudio::MainRightColumnController,Coil Heating Water,Serpentín Calef. Agua,Serpentín de Calefacción de Agua,Serpentin de Chauffage Eau,Batterie de Chauffage à Eau,Y,Y
openstudio::MainRightColumnController,Coils,Serpentines,Serpentines,Serpentins,Échangeurs thermiques,,Y
openstudio::MainRightColumnController,Compact Schedules,Horarios compactos,Calendarios Compactos,Plannings Compacts,Plannings Compacts,Y,
openstudio::MainRightColumnController,Constant Schedules,Horarios constantes,Calendarios Constantes,Plannings Constants,Calendriers Constants,Y,Y
openstudio::MainRightColumnController,Construction Sets,Conjuntos de construcción,Conjuntos de Construcción,Ensembles de Construction,Ensembles de construction,Y,Y
openstudio::MainRightColumnController,Constructions,Construcciones,Construcciones,Constructions,Constructions,,
openstudio::MainRightColumnController,Cooling Panel Radiant Convective Water,Panel Frío Radiante-Convectivo Agua,Panel Radiante Convectivo de Refrigeración por Agua,Panneau de refroidissement radiatif-convectif à eau,Panneau de Refroidissement Radiant-Convectif à Eau,Y,Y
openstudio::MainRightColumnController,Cooling Tower Single Speed,Torre Refrig. 1 Vel.,Torre de Enfriamiento de Velocidad Única,Tour de refroidissement vitesse unique,Tour de Refroidissement Monovitesse,Y,Y
openstudio::MainRightColumnController,Cooling Tower Two Speed,Torre Refrig. 2 Vel.,Torre de Enfriamiento Dos Velocidades,Tour de Refroidissement Deux Vitesses,Tour de refroidissement à deux vitesses,Y,Y
openstudio::MainRightColumnController,Cooling Tower Variable Speed,Torre Refrig. Vel. Variable,Torre de Enfriamiento con Velocidad Variable,Tour de refroidissement à vitesse variable,Tour de refroidissement à vitesse variable,Y,
openstudio::MainRightColumnController,Cooling Towers,Torres de Refrigeración,Torres de Enfriamiento,Tours de refroidissement,Tours de refroidissement,Y,
openstudio::MainRightColumnController,Daylight Redirection Device Window Materials,Materiales de dispositivo de redireccionamiento de luz diurna,Materiales de Ventana de Dispositivos de Redirección de Luz Natural,Matériaux des fenêtres avec dispositif de redirection de la lumière du jour,Matériaux de fenêtre des dispositifs de redirection de lumière naturelle,Y,Y
openstudio::MainRightColumnController,Daylighting,Iluminación Natural,Iluminación natural,Éclairage naturel,Éclairage naturel,Y,
openstudio::MainRightColumnController,DaylightingDevice Shelf,Repisa de Iluminación Natural,Repisa de Iluminación Natural,DaylightingDevice Shelf,Étagère de Éclairage Naturel,,Y
openstudio::MainRightColumnController,Defaults,Predeterminados,Valores predeterminados,Valeurs par défaut,Valeurs par défaut,Y,
openstudio::MainRightColumnController,Definitions,Definiciones,Definiciones,Définitions,Définitions,,
openstudio::MainRightColumnController,Dehumidifier - DX,Deshumidificador - DX,Deshumidificador - DX,Déshumidificateur - DX,Déshumidificateur - DX,,
openstudio::MainRightColumnController,Design Specification Outdoor Air,Especificación de diseño de aire exterior,Especificación de Diseño de Aire Exterior,Spécification de conception de l'air extérieur,Spécification de conception de l'air extérieur,Y,
openstudio::MainRightColumnController,District Cooling,Refrigeración Distrital,Refrigeración por Distrito,Refroidissement urbain,Refroidissement urbain,Y,
openstudio::MainRightColumnController,District Heating,Calefacción Distrital,Calefacción Centralizada,Chauffage urbain,Chauffage Urbain,Y,Y
openstudio::MainRightColumnController,District Heating Water,Calefacción Distrital Agua,Agua de Calefacción Distrital,Eau de Chauffage Urbain,Eau de Chauffage Urbain,Y,
openstudio::MainRightColumnController,Duct,Conducto,Conducto,Conduit,Conduit,,
openstudio::MainRightColumnController,Ducts,Conductos,Conductos,Conduits,Conduits,,
openstudio::MainRightColumnController,Edit,Editar,Editar,Modifier,Modifier,,
openstudio::MainRightColumnController,Electric Equipment Definitions,Definiciones de equipos eléctricos,Definiciones de Equipos Eléctricos,Définitions de l'équipement électrique,Définitions des Équipements Électriques,Y,Y
openstudio::MainRightColumnController,ERV,VRC,ERV,ERV,ERV,Y,
openstudio::MainRightColumnController,Evaporative Cooler Direct Research Special,Enfriador Evap. Directo Especial,Enfriador Evaporativo Directo Investigación Especial,Refroidisseur Évaporatif Direct Recherche Spéciale,Refroidisseur Évaporatif Direct Recherche Spécial,Y,Y
openstudio::MainRightColumnController,Evaporative Cooler Indirect Research Special,Enfriador Evap. Indirecto Especial,Enfriador Evaporativo Indirecto Investigación Especial,Refroidisseur évaporatif indirect spécial de recherche,Refroidisseur Évaporatif Indirect Recherche Spécialisée,Y,Y
openstudio::MainRightColumnController,Evaporative Cooler Unit,Unidad Enfriadora Evaporativa,Unidad Enfriadora Evaporativa,Refroidisseur par Évaporation,Refroidisseur par Évaporation,,
openstudio::MainRightColumnController,Evaporative Coolers,Enfriadores Evaporativos,Enfriadores Evaporativos,Refroidisseurs évaporatifs,Refroidisseurs évaporatifs,,
openstudio::MainRightColumnController,Evaporative Fluid Cooler Single Speed,Enfriador Evap. Fluido 1 Vel.,Enfriador de Fluido Evaporativo de Velocidad Única,Refroidisseur de Fluide par Évaporation à Vitesse Unique,Refroidisseur de Fluide à Évaporation Vitesse Unique,Y,Y
openstudio::MainRightColumnController,Evaporative Fluid Cooler Two Speed,Enfriador Evap. Fluido 2 Vel.,Enfriador de Fluido Evaporativo de Dos Velocidades,Refroidisseur de Fluide Évaporatif Deux Vitesses,Refroidisseur de Fluide Évaporatif Deux Vitesses,Y,
openstudio::MainRightColumnController,Exterior Fuel Equipment,Equipos de Combustible Exterior,Equipo de Combustible Exterior,Équipement de Combustible Extérieur,Équipement Combustible Extérieur,Y,Y
openstudio::MainRightColumnController,Exterior Fuel Equipment Definitions,Definiciones de Equipos de Combustible Exterior,Definiciones de Equipos Combustibles Exteriores,Définitions des équipements de combustible extérieurs,Définitions des équipements de combustible extérieurs,Y,
openstudio::MainRightColumnController,Exterior Lights,Luminarias Exteriores,Luces Exteriores,Éclairage extérieur,Éclairage Extérieur,Y,Y
openstudio::MainRightColumnController,Exterior Lights Definitions,Definiciones de Luminarias Exteriores,Definiciones de Iluminación Exterior,Définitions des Éclairages Extérieurs,Définitions des Éclairages Extérieurs,Y,
openstudio::MainRightColumnController,Exterior Water Equipment,Equipos de Agua Exterior,Equipo de Agua Exterior,Équipements Aquatiques Extérieurs,Équipement hydrique extérieur,Y,Y
openstudio::MainRightColumnController,Exterior Water Equipment Definitions,Definiciones de Equipos de Agua Exterior,Definiciones de Equipos de Agua Exterior,Définitions des équipements de plomberie extérieurs,Définitions des équipements d'eau extérieure,,Y
openstudio::MainRightColumnController,F-factor Ground Floor Constructions,Construcciones de planta baja (factor F),Construcciones de Piso de Planta Baja con Factor F,F-factor Ground Floor Constructions,Constructions de Plancher Inférieur avec Facteur F,Y,Y
openstudio::MainRightColumnController,Fan Component Model,Ventilador Modelo Componente,Modelo de Componente de Ventilador,Modèle de composant ventilateur,Modèle de composant ventilateur,Y,
openstudio::MainRightColumnController,Fan Constant Volume,Ventilador Volumen Constante,Ventilador de Volumen Constante,Ventilateur Débit Constant,Ventilateur à Débit Constant,Y,Y
openstudio::MainRightColumnController,Fan System Model,Ventilador Modelo Sistema,Modelo del Sistema de Ventiladores,Modèle du Système de Ventilation,Modèle de Système de Ventilation,Y,Y
openstudio::MainRightColumnController,Fan Variable Volume,Ventilador Volumen Variable,Ventilador de Volumen Variable,Ventilateur Débit Variable,Ventilateur à Débit Variable,Y,Y
openstudio::MainRightColumnController,Fan Zone Exhaust,Ventilador Extracción de Zona,Ventilador de Extracción de Zona,Extraction de Zone du Ventilateur,Ventilateur d'extraction de zone,Y,Y
openstudio::MainRightColumnController,Fans,Ventiladores,Ventiladores,Ventilateurs,Ventilateurs,,
openstudio::MainRightColumnController,Fixed Interval Schedules,Horarios de intervalo fijo,Calendarios de Intervalo Fijo,Calendriers à Intervalles Fixes,Calendriers à Intervalle Fixe,Y,Y
openstudio::MainRightColumnController,Fluid Cooler Single Speed,Enfriador Fluido 1 Vel.,Enfriador de Fluido Velocidad Simple,Refroidisseur de Fluide Vitesse Unique,Refroidisseur de Fluide Vitesse Unique,Y,
openstudio::MainRightColumnController,Fluid Cooler Two Speed,Enfriador Fluido 2 Vel.,Enfriador de Fluido de Dos Velocidades,Refroidisseur de Fluide Deux Vitesses,Refroidisseur de fluide à deux vitesses,Y,Y
openstudio::MainRightColumnController,Fluid Coolers,Enfriadores de Fluido,Enfriadores de Fluido,Refroidisseurs à fluide,Refroidisseurs de Fluide,,Y
openstudio::MainRightColumnController,Four Pipe Fan Coil,Fan Coil 4 Tubos,Unidad Fan Coil de Cuatro Tuberías,Ventilo-convecteur Quatre Tubes,Ventilo-convecteur quatre tuyaux,Y,Y
openstudio::MainRightColumnController,Frame And Divider Window Property,Propiedad de Marco y Divisor de Ventana,Marco y Divisor - Propiedad de Ventana,Propriété de Fenêtre avec Cadre et Diviseurs,Propriété de Fenêtre pour Cadre et Traverses,Y,Y
openstudio::MainRightColumnController,Gas Equipment Definitions,Definiciones de equipos de gas,Definiciones de Equipos de Gas,Définitions des équipements à gaz,Définitions d'équipement gaz,Y,Y
openstudio::MainRightColumnController,Gas Mixture Window Materials,Materiales de mezcla de gas para ventanas,Materiales de Ventana con Mezcla de Gases,Matériaux de Fenêtre à Mélange de Gaz,Matériaux de Fenêtre à Mélange Gazeux,Y,Y
