English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Chiller Heater Module List Name,Nombre del Fluido Circulante,Nombre de la Lista del Módulo Enfriador-Calefactor,Liste des modules de refroidisseur-chauffeur,Nom de la liste des modules refroidisseur-réchauffeur,Y,Y
Chiller Heater Modules Control Schedule Name,Ciudad,Nombre de Horario de Control de Módulos Enfriador-Calentador,Nom de l'agenda de commande des modules refroidisseur-chauffeur,Nom de l'agenda de contrôle des modules refroidisseur-réchauffeur,Y,Y
Chiller Heater Modules Performance Component Name,Producto de Transmitancia-Absortancia Normal del Revestimiento,Nombre del Componente de Rendimiento del Módulo Enfriador-Calentador,Nom du composant de performance des modules de refroidisseur-chauffeur,Nom du composant de performance des modules refroidisseur-réchauffeur,Y,Y
Choice of Model,Nombre de Documento de Zona Climática,Selección del Modelo,Choix du modèle,Choix du modèle,Y,
CIE Sky Model,Año del Documento de Zona Climática,Modelo de Cielo CIE,Modèle de ciel CIE,Modèle de ciel CIE,Y,
Circuit Length,Nombre de la Institución de Zona Climática,Longitud del Circuito,Longueur du circuit,Longueur du circuit,Y,
Circulating Fluid Name,Valor de Zona Climática,Nombre del Fluido Circulante,Nom du fluide circulant,Nom du Fluide Caloporteur,Y,Y
City,Nombre del Programa de Probabilidad de Cierre,Ciudad,Ville,Ville,Y,
Cladding Normal Transmittance-Absorptance Product,Factor de Emisión de CO,Producto Transmitancia-Absortancia Normal del Revestimiento,Produit Transmittance-Absorptance Normal de Revêtement,Produit Transmittance-Absorbance Normale du Revêtement,Y,Y
Climate Zone Document Name,Nombre de Programa de Factor de Emisión de CO,Nombre del Documento de Zona Climática,Nom du document de zone climatique,Nom du document de zone climatique,Y,
Climate Zone Document Year,Factor de Emisión de CO2,Año del Documento de Zona Climática,Année du document de zone climatique,Année du document de zone climatique,Y,
Climate Zone Institution Name,Nombre del Programa de Factor de Emisión de CO2,Nombre de Institución de Zona Climática,Nom de l'institution de la zone climatique,Nom de l'Institution de la Zone Climatique,Y,Y
Climate Zone Value,Inflación del Carbón,Valor de Zona Climática,Valeur de zone climatique,Valeur de Zone Climatique,Y,Y
Closing Probability Schedule Name,Espesor de la Capa de Recubrimiento,Nombre del Calendario de Probabilidad de Cierre,Nom de l'Emploi du Temps de Probabilité de Fermeture,Nom de l'horaire de probabilité de fermeture,Y,Y
Clothing Insulation Calculation Method,Método de Cálculo del Aislamiento de Vestimenta,Método de Cálculo del Aislamiento de Ropa,Méthode de calcul de l'isolation vestimentaire,Méthode de Calcul de l'Isolement Vestimentaire,Y,Y
Clothing Insulation Calculation Method Schedule Name,Nombre del Horario del Método de Cálculo del Aislamiento de Vestimenta,Nombre de Planificación del Método de Cálculo del Aislamiento de Ropa,Nom de l'horaire de la méthode de calcul de l'isolation vestimentaire,Nom de l'agenda de méthode de calcul de l'isolation vestimentaire,Y,Y
Clothing Insulation Schedule Name,Nombre del Horario de Aislamiento de Vestimenta,Nombre de Horario de Aislamiento por Ropa,Nom de l'horaire d'isolation vestimentaire,Nom de l'emploi du temps d'isolation vestimentaire,Y,Y
CO Emission Factor,Factor de Resistencia a la Difusión de Vapor de Agua de la Capa de Recubrimiento,Factor de Emisión de CO,Facteur d'émission de CO,Facteur d'émission de CO,Y,
CO Emission Factor Schedule Name,Coeficiente 1,Nombre de Programa de Factor de Emisión de CO,Nom du calendrier du facteur d'émission de CO,Nom du Calendrier de Facteur d'Émission de CO,Y,Y
CO2 Emission Factor,Coeficiente 1 de la Ecuación de Eficiencia,Factor de Emisión de CO2,Facteur d'émission de CO2,Facteur d'émission CO2,Y,Y
CO2 Emission Factor Schedule Name,Coeficiente 1 de Función de Uso de Combustible de Curva de Ratio de Carga Parcial,Nombre de la Programación del Factor de Emisión de CO2,Nom du calendrier du facteur d'émission de CO2,Nom de l'horaire du facteur d'émission CO2,Y,Y
Coal Inflation,Coeficiente 1 de la Curva de Relación de Carga Parcial de Uso de Agua Caliente o Vapor,Inflación del Carbón,Inflation du charbon,Inflation du charbon,Y,
Coating Layer Thickness,Coeficiente 1 de la Curva de Relación de Carga Parcial del Uso Eléctrico de la Bomba,Espesor de la Capa de Recubrimiento,Épaisseur de la couche de revêtement,Épaisseur de la couche de revêtement,Y,
Coating Layer Water Vapor Diffusion Resistance Factor,Coeficiente 10,Factor de Resistencia a la Difusión de Vapor de Agua de la Capa de Recubrimiento,Facteur de résistance à la diffusion de la vapeur d'eau de la couche de revêtement,Facteur de résistance à la diffusion de la vapeur d'eau de la couche de revêtement,Y,
Coefficient 1,Coeficiente 11,Coeficiente 1,Coefficient 1,Coefficient 1,Y,
Coefficient 1 of Efficiency Equation,Coeficiente 12,Coeficiente 1 de la Ecuación de Eficiencia,Coefficient 1 de l'équation de rendement,Coefficient 1 de l'équation de rendement,Y,
Coefficient 1 of Fuel Use Function of Part Load Ratio Curve,Coeficiente 13,Coeficiente 1 de la Función de Consumo de Combustible en Función de la Curva de Relación de Carga Parcial,Coefficient 1 de la Fonction d'Utilisation du Combustible en fonction de la Courbe du Ratio de Charge Partielle,Coefficient 1 de la Courbe d'Utilisation du Combustible en Fonction du PLR,Y,Y
Coefficient 1 of the Hot Water or Steam Use Part Load Ratio Curve,Coeficiente 14,Coeficiente 1 de la Curva de Razón de Carga Parcial para Uso de Agua Caliente o Vapor,Coefficient 1 de la courbe du ratio de charge partielle pour l'utilisation d'eau chaude ou de vapeur,Coefficient 1 de la courbe du rapport de charge partielle d'utilisation d'eau chaude ou de vapeur,Y,Y
Coefficient 1 of the Part Load Performance Curve,Coeficiente 1 de la Curva de Rendimiento a Carga Parcial,Coeficiente 1 de la Curva de Desempeño a Carga Parcial,Coefficient 1 de la courbe de performance à charge partielle,Coefficient 1 de la courbe de performance en charge partielle,Y,Y
Coefficient 1 of the Pump Electric Use Part Load Ratio Curve,Coeficiente 15,Coeficiente 1 de la Curva de Relación de Carga Parcial de Uso Eléctrico de Bomba,Coefficient 1 de la courbe de ratio de charge partielle d'utilisation électrique de la pompe,Coefficient 1 de la courbe de consommation électrique de la pompe en fonction du taux de charge partielle,Y,Y
Coefficient 10,Coeficiente 16,Coeficiente 10,Coefficient 10,Coefficient 10,Y,
Coefficient 11,Coeficiente 17,Coeficiente 11,Coefficient 11,Coefficient 11,Y,
Coefficient 12,Coeficiente 18,Coeficiente 12,Coefficient 12,Coefficient 12,Y,
Coefficient 13,Coeficiente 19,Coeficiente 13,Coefficient 13,Coefficient 13,Y,
Coefficient 14,Coeficiente 2,Coeficiente 14,Coefficient 14,Coefficient 14,Y,
Coefficient 15,Coeficiente 2 de Ecuación de Eficiencia,Coeficiente 15,Coefficient 15,Coefficient 15,Y,
Coefficient 16,Coeficiente 2 de la Función de Consumo de Combustible de la Curva de Razón de Carga Parcial,Coeficiente 16,Coefficient 16,Coefficient 16,Y,
Coefficient 17,Coeficiente 2 del Modificador del Ángulo de Incidencia,Coeficiente 17,Coefficient 17,Coefficient 17,Y,
Coefficient 18,Coeficiente 2 de la Curva de Relación de Carga Parcial de Uso de Agua Caliente o Vapor,Coeficiente 18,Coefficient 18,Coefficient 18,Y,
Coefficient 19,Coeficiente 2 de la Curva de Relación de Carga Parcial del Uso Eléctrico de la Bomba,Coeficiente 19,Coefficient 19,Coefficient 19,Y,
Coefficient 2,Coeficiente 20,Coeficiente 2,Coefficient 2,Coefficient 2,Y,
Coefficient 2 of Efficiency Equation,Coeficiente 21,Coeficiente 2 de la Ecuación de Eficiencia,Coefficient 2 de l'Équation de Rendement,Coefficient 2 de l'équation d'efficacité,Y,Y
Coefficient 2 of Fuel Use Function of Part Load Ratio Curve,Coeficiente 22,Coeficiente 2 de la Función de Consumo de Combustible en Función de la Curva de Relación de Carga Parcial,Coefficient 2 de la courbe de la fonction de consommation de combustible en fonction du ratio de charge partielle,Coefficient 2 de la courbe de consommation énergétique en fonction du PLR,Y,Y
Coefficient 2 of Incident Angle Modifier,Coeficiente 23,Coeficiente 2 del Modificador de Ángulo de Incidencia,Coefficient 2 du modificateur d'angle d'incidence,Coefficient 2 du Modificateur d'Angle d'Incidence,Y,Y
Coefficient 2 of the Hot Water or Steam Use Part Load Ratio Curve,Coeficiente 24,Coeficiente 2 de la Curva de Razón de Carga Parcial del Uso de Agua Caliente o Vapor,Coefficient 2 de la Courbe du Ratio de Charge Partielle pour l'Utilisation d'Eau Chaude ou de Vapeur,Coefficient 2 de la courbe du ratio de charge partielle d'utilisation d'eau chaude ou de vapeur,Y,Y
Coefficient 2 of the Part Load Performance Curve,Coeficiente 2 de la Curva de Rendimiento a Carga Parcial,Coeficiente 2 de la Curva de Desempeño a Carga Parcial,Coefficient 2 de la Courbe de Performance en Charge Partielle,Coefficient 2 de la Courbe de Performance à Charge Partielle,Y,Y
Coefficient 2 of the Pump Electric Use Part Load Ratio Curve,Coeficiente 25,Coeficiente 2 de la Curva de Relación de Carga Parcial del Consumo Eléctrico de la Bomba,Coefficient 2 de la Courbe de Ratio de Charge Partielle pour l'Utilisation Électrique de la Pompe,Coefficient 2 de la courbe du rapport de charge partielle de la consommation électrique de la pompe,Y,Y
Coefficient 20,Coeficiente 26,Coeficiente 20,Coefficient 20,Coefficient 20,Y,
Coefficient 21,Coeficiente 27,Coeficiente 21,Coefficient 21,Coefficient 21,Y,
Coefficient 22,Coeficiente 28,Coeficiente 22,Coefficient 22,Coefficient 22,Y,
Coefficient 23,Coeficiente 29,Coeficiente 23,Coefficient 23,Coefficient 23,Y,
Coefficient 24,Coeficiente 3,Coeficiente 24,Coefficient 24,Coefficient 24,Y,
Coefficient 25,Coeficiente 3 de la Ecuación de Eficiencia,Coeficiente 25,Coefficient 25,Coefficient 25,Y,
Coefficient 26,Coeficiente 3 de Función de Consumo de Combustible de Curva de Relación de Carga Parcial,Coeficiente 26,Coefficient 26,Coefficient 26,Y,
Coefficient 27,Coeficiente 3 del Modificador de Ángulo de Incidencia,Coeficiente 27,Coefficient 27,Coefficient 27,Y,
Coefficient 28,Coeficiente 3 de la Curva de Relación de Carga Parcial de Uso de Agua Caliente o Vapor,Coeficiente 28,Coefficient 28,Coefficient 28,Y,
Coefficient 29,Coeficiente 3 de la Curva de Relación de Carga Parcial del Uso Eléctrico de la Bomba,Coeficiente 29,Coefficient 29,Coefficient 29,Y,
Coefficient 3,Coeficiente 30,Coeficiente 3,Coefficient 3,Coefficient 3,Y,
Coefficient 3 of Efficiency Equation,Coeficiente 31,Coeficiente 3 de la Ecuación de Eficiencia,Coefficient 3 de l'équation d'efficacité,Coefficient 3 de l'équation de rendement,Y,Y
Coefficient 3 of Fuel Use Function of Part Load Ratio Curve,Coeficiente 32,Coeficiente 3 de la Función de Consumo de Combustible versus PLR,Coefficient 3 de la Courbe de Fonction de Consommation de Carburant en Fonction du Ratio de Charge Partielle,Coefficient 3 de la courbe de consommation de combustible en fonction du rapport de charge partielle,Y,Y
Coefficient 3 of Incident Angle Modifier,Coeficiente 33,Coeficiente 3 del Modificador de Ángulo Incidente,Coefficient 3 du modificateur d'angle d'incidence,Coefficient 3 du modificateur d'angle d'incidence,Y,
Coefficient 3 of the Hot Water or Steam Use Part Load Ratio Curve,Coeficiente 34,Coeficiente 3 de la Curva de Razón de Carga Parcial de Uso de Agua Caliente o Vapor,Coefficient 3 de la Courbe du Ratio de Charge Partielle pour l'Utilisation d'Eau Chaude ou de Vapeur,Coefficient 3 de la courbe du ratio de charge partielle pour l'utilisation d'eau chaude ou vapeur,Y,Y
Coefficient 3 of the Part Load Performance Curve,Coeficiente 3 de la Curva de Rendimiento a Carga Parcial,Coeficiente 3 de la Curva de Desempeño a Carga Parcial,Coefficient 3 de la Courbe de Performance en Charge Partielle,Coefficient 3 de la courbe de performance à charge partielle,Y,Y
Coefficient 3 of the Pump Electric Use Part Load Ratio Curve,Coeficiente 35,Coeficiente 3 de la Curva de Razón de Carga Parcial del Consumo Eléctrico de la Bomba,Coefficient 3 de la Courbe du Rapport de Charge Partielle pour Consommation Électrique de la Pompe,Coefficient 3 de la courbe du rapport de charge partielle de la consommation électrique de la pompe,Y,Y
Coefficient 30,Coeficiente 4,Coeficiente 30,Coefficient 30,Coefficient 30,Y,
Coefficient 31,Coeficiente 5,Coeficiente 31,Coefficient 31,Coefficient 31,Y,
Coefficient 32,Coeficiente 6,Coeficiente 32,Coefficient 32,Coefficient 32,Y,
Coefficient 33,Coeficiente 7,Coeficiente 33,Coefficient 33,Coefficient 33,Y,
Coefficient 34,Coeficiente 8,Coeficiente 34,Coefficient 34,Coefficient 34,Y,
Coefficient 35,Coeficiente 9,Coeficiente 35,Coefficient 35,Coefficient 35,Y,
Coefficient 4,Coeficiente de Pérdida Dinámica Local por Accesorio,Coeficiente 4,Coefficient 4,Coefficient 4,Y,
Coefficient 4 of the Part Load Performance Curve,Coeficiente 4 de la Curva de Rendimiento a Carga Parcial,Coeficiente 4 de la Curva de Rendimiento a Carga Parcial,Coefficient 4 de la courbe de performance à charge partielle,Coefficient 4 de la Courbe de Performance en Charge Partielle,,Y
Coefficient 5,Coeficiente de Inducción Kin,Coeficiente 5,Coefficient 5,Coefficient 5,Y,
Coefficient 6,Coeficiente r0,Coeficiente 6,Coefficient 6,Coefficient 6,Y,
Coefficient 7,Coeficiente r1,Coeficiente 7,Coefficient 7,Coefficient 7,Y,
Coefficient 8,Coeficiente r2,Coeficiente 8,Coefficient 8,Coefficient 8,Y,
Coefficient 9,Coeficiente r3,Coeficiente 9,Coefficient 9,Coefficient 9,Y,
Coefficient for Local Dynamic Loss Due to Fitting,Coeficiente1 C1,Coeficiente de Pérdida Dinámica Local por Accesorios,Coefficient de Perte Dynamique Locale Due à l'Accessoire,Coefficient de perte dynamique locale due à l'accessoire,Y,Y
Coefficient of Induction Kin,Coeficiente1 Constante,Coeficiente de Inducción Kin,Coefficient d'induction Kin,Coefficient d'Induction Kin,Y,Y
Coefficient r0,Coeficiente10 x*y**2,Coeficiente r0,Coefficient r0,Coefficient r0,Y,
Coefficient r1,Coeficiente11 x**2*y,Coeficiente r1,Coefficient r1,Coefficient r1,Y,
Coefficient r2,Coeficiente12 x**2*z**2,Coeficiente r2,Coefficient r2,Coefficient r2,Y,
Coefficient r3,Coeficiente13 x*z,Coeficiente r3,Coefficient r3,Coefficient r3,Y,
Coefficient1 C1,Coeficiente14 x*z**2,Coeficiente1 C1,Coefficient1 C1,Coefficient1 C1,Y,
Coefficient1 Constant,Coeficiente15 x**2*z,Coeficiente1 Constante,Coefficient1 Constant,Coefficient1 Constant,Y,
Coefficient10 x*y**2,Coeficiente16 y**2*z**2,Coeficiente C10 en x*y**2,Coefficient10 x*y**2,Coefficient C10 pour x*y²,Y,Y
Coefficient11 x**2*y,Coeficiente17 y*z,Coeficiente11 x**2*y,Coefficient11 x**2*y,Coefficient11 x**2*y,Y,
Coefficient12 x**2*z**2,Coeficiente18 y*z**2,Coeficiente12 x**2*z**2,Coefficient12 x**2*z**2,Coefficient12 x**2*z**2,Y,
Coefficient13 x*z,Coeficiente19 y**2*z,Coeficiente13 x*z,Coefficient13 x*z,Coefficient13 x*z,Y,
Coefficient14 x*z**2,Coeficiente2 C2,Coeficiente14 x*z**2,Coefficient14 x*z**2,Coefficient14 x*z**2,Y,
Coefficient15 x**2*z,Coeficiente2 Constante,Coeficiente 15 x**2*z,Coefficient15 x**2*z,Coefficient (A 15 ) x**2*z,Y,Y
Coefficient16 y**2*z**2,Coeficiente2 v,Coeficiente16 y**2*z**2,Coefficient16 y**2*z**2,Coefficient16 y**2*z**2,Y,
Coefficient17 y*z,Coeficiente2 w,Coeficiente17 y*z,Coefficient17 y*z,Coefficient (A 17) y*z,Y,Y
Coefficient18 y*z**2,Coeficiente2 x,Coeficiente18 y*z**2,Coefficient18 y*z**2,Coefficient18 y*z**2,Y,
Coefficient19 y**2*z,Coeficiente2 x**2,Coeficiente19 y**2*z,Coefficient19 y**2*z,Coefficient19 y**2*z,Y,
Coefficient2 C2,Coeficiente20 x**2*y**2*z**2,Coeficiente2 C2,Coefficient2 C2,Coefficient2 C2,Y,
Coefficient2 Constant,Coeficiente21 x**2*y**2*z,Coeficiente 2 Constante,Coefficient2 Constant,Coefficient linéaire (C 2),Y,Y
Coefficient2 v,Coeficiente22 x**2*y*z**2,Coeficiente C2,Coefficient2 v,Coefficient C2,Y,Y
Coefficient2 w,Coeficiente23 x*y**2*z**2,Coeficiente 2 w,Coefficient2 w,Coefficient2 w,Y,
Coefficient2 x,Coeficiente24 x**2*y*z,Coeficiente2 x,Coefficient2 x,Coefficient linéaire (C2),Y,Y
Coefficient2 x**2,Coeficiente25 x*y**2*z,Coeficiente2 x**2,Coefficient2 x**2,Coefficient2 x**2,Y,
Coefficient20 x**2*y**2*z**2,Coeficiente26 x*y*z**2,Coeficiente20 x**2*y**2*z**2,Coefficient20 x**2*y**2*z**2,Coefficient (A 19) x**2*y**2*z**2,Y,Y
Coefficient21 x**2*y**2*z,Coeficiente27 x*y*z,Coeficiente A21 x**2*y**2*z,Coefficient21 x**2*y**2*z,Coefficient21 x**2*y**2*z,Y,
Coefficient22 x**2*y*z**2,Coeficiente3 C3,Coeficiente22 x**2*y*z**2,Coefficient22 x**2*y*z**2,Coefficient A₂₂ x²*y*z²,Y,Y
Coefficient23 x*y**2*z**2,Coeficiente3 Constante,Coeficiente23 x*y**2*z**2,Coefficient23 x*y**2*z**2,Coefficient23 x*y**2*z**2,Y,
Coefficient24 x**2*y*z,Coeficiente3 w,Coeficiente A24 x**2*y*z,Coefficient24 x**2*y*z,Coefficient24 x**2*y*z,Y,
Coefficient25 x*y**2*z,Coeficiente3 x,Coeficiente25 x*y**2*z,Coefficient25 x*y**2*z,Coefficient25 x*y**2*z,Y,
Coefficient26 x*y*z**2,Coeficiente3 x**2,Coeficiente26 x*y*z**2,Coefficient26 x*y*z**2,Coefficient26 x*y*z**2,Y,
Coefficient27 x*y*z,Coeficiente4 C4,Coeficiente27 x*y*z,Coefficient27 x*y*z,Coefficient (A26) x*y*z,Y,Y
Coefficient3 C3,Coeficiente4 x,Coeficiente3 C3,Coefficient3 C3,Coefficient3 C3,Y,
Coefficient3 Constant,Coeficiente4 x**3,Coeficiente3 Constante,Coefficient3 Constant,Constante Coefficient3,Y,Y
Coefficient3 w,Coeficiente4 y,Coeficiente3,Coefficient3 w,Coefficient C3,Y,Y
Coefficient3 x,Coeficiente4 y**2,Coeficiente 3,Coefficient3 x,Coefficient C3,Y,Y
Coefficient3 x**2,Coeficiente5 C5,Coeficiente3 x**2,Coefficient3 x**2,Coefficient3 x**2,Y,
Coefficient4 C4,Coeficiente5 x**4,Coeficiente4 C4,Coefficient4 C4,Coefficient4 C4,Y,
Coefficient4 x,Coeficiente5 x*y,Coeficiente4 x,Coefficient4 x,Coefficient4 x,Y,
Coefficient4 x**3,Coeficiente5 y,Coeficiente4 x**3,Coefficient4 x**3,Coefficient4 x**3,Y,
Coefficient4 y,Coeficiente5 y**2,Coeficiente4 y,Coefficient4 y,Coefficient C4,Y,Y
Coefficient4 y**2,Coeficiente5 z,Coeficiente A4 y**2,Coefficient4 y**2,Coefficient4 y**2,Y,
Coefficient5 C5,Coeficiente6 x**2*y,Coeficiente5 C5,Coefficient5 C5,Coefficient5 C5,Y,
Coefficient5 x**4,Coeficiente6 x*y,Coeficiente 5 x**4,Coefficient5 x**4,Coefficient C5 x**4,Y,Y
Coefficient5 x*y,Coeficiente6 z,Coeficiente 5 x*y,Coefficient5 x*y,Coefficient C 5,Y,Y
Coefficient5 y,Coeficiente6 z**2,Coeficiente5 y,Coefficient5 y,Coefficient C5,Y,Y
Coefficient5 y**2,Coeficiente7 x**3,Coeficiente5 y**2,Coefficient5 y**2,Coefficient C5 y**2,Y,Y
Coefficient5 z,Coeficiente7 z,Coeficiente C5,Coefficient5 z,Coefficient5 z,Y,
Coefficient6 x**2*y,Coeficiente8 x**2*y**2,Coeficiente C 6,Coefficient6 x**2*y,Coefficient C6 dans x²*y,Y,Y
Coefficient6 x*y,Coeficiente8 y**3,Coeficiente6 x*y,Coefficient6 x*y,Coefficient6 x*y,Y,
Coefficient6 z,Coeficiente9 x**2*y,Coeficiente C6,Coefficient6 z,Coefficient (C6) en z,Y,Y
Coefficient6 z**2,Coeficiente9 x*y,Coeficiente6 z**2,Coefficient6 z**2,Coefficient6 z**2,Y,
Coefficient7 x**3,Nodo de Entrada de Aire de la Bobina,Coeficiente7 x**3,Coefficient7 x**3,Coefficient C7 x**3,Y,Y
Coefficient7 z,Nodo de Salida de Aire del Serpentín,Coeficiente A7 z,Coefficient7 z,Coefficient7 z,Y,
Coefficient8 x**2*y**2,Factor de Corrección del Material de la Bobina,Coeficiente8 x**2*y**2,Coefficient8 x**2*y**2,Coefficient A8 x**2*y**2,Y,Y
Coefficient8 y**3,Área de Superficie de la Bobina por Longitud de Bobina,Coeficiente8 y**3,Coefficient8 y**3,Coefficient C 8,Y,Y
Coefficient9 x**2*y,Modo de Factor de Dimensionamiento Coincidente,Coeficiente9 x**2*y,Coefficient9 x**2*y,Coefficient C9 (x²y),Y,Y
Coefficient9 x*y,Nodo de Entrada de Aire Frío,Coeficiente9 x*y,Coefficient9 x*y,Coefficient A8 x*y,Y,Y
Coil Air Inlet Node,Nodo Frío,Nodo de Entrada de Aire de la Bobina,Nœud d'entrée d'air de la batterie,Nœud d'entrée d'air de la bobine,Y,Y
Coil Air Outlet Node,Potencia Auxiliar de Operación en Clima Frío,Nodo de Salida de Aire de la Bobina,Nœud de sortie d'air de la bobine,Nœud de sortie d'air de la serpentine,Y,Y
Coil Material Correction Factor,Temperatura Mínima del Aire Exterior para Operación en Clima Frío,Factor de Corrección de Material de la Bobina,Facteur de correction du matériau de la serpentine,Facteur de Correction de Matériau de Batterie,Y,Y
Coil Surface Area per Coil Length,Altura del Lado del Colector,Área de Superficie de Serpentín por Longitud de Serpentín,Surface de bobine par unité de longueur,Surface de bobine par unité de longueur de bobine,Y,Y
Coincident Sizing Factor Mode,Volumen de Agua del Colector,Modo de Factor de Dimensionamiento Coincidente,Mode Facteur de Dimensionnement Coïncident,Mode de facteur de dimensionnement coïncident,Y,Y
Cold Air Inlet Node,Número de Columna,Nodo de Entrada de Aire Frío,Nœud d'entrée d'air froid,Nœud d'entrée d'air froid,Y,
Cold Node,Separador de Columnas,Nodo Frío,Nœud Froid,Nœud froid,Y,Y
Cold Stress Temperature Threshold,Umbral de Temperatura de Estrés por Frío,Umbral de Temperatura de Estrés por Frío,Seuil de température de stress froid,Seuil de Température de Stress Froid,,Y
Cold Water Supply Temperature Schedule Name,Nombre del Horario de Temperatura del Agua Fría de Suministro,Nombre de Horario de Temperatura del Agua Fría de Suministro,Nom de l'horaire de température d'alimentation en eau froide,Nom du Calendrier de Température d'Eau Froide d'Alimentation,Y,Y
Cold Weather Operation Ancillary Power,Coeficiente de Película Convectiva/Radiativa Combinada,Potencia Auxiliar en Operación de Clima Frío,Puissance Auxiliaire de Fonctionnement par Temps Froid,Puissance auxiliaire en fonctionnement par temps froid,Y,Y
Cold Weather Operation Minimum Outdoor Air Temperature,Nombre del Nodo de Entrada de Aire de Combustión,Temperatura Mínima de Aire Exterior para Operación en Clima Frío,Température Minimale d'Air Extérieur pour Fonctionnement par Temps Froid,Température Minimale d'Air Extérieur pour Fonctionnement par Temps Froid,Y,
Collector Side Height,Nombre del Nodo de Salida de Aire de Combustión,Altura del Lado del Colector,Hauteur du côté du collecteur,Hauteur du Côté Collecteur,Y,Y
Collector Water Volume,Eficiencia de Combustión,Volumen de Agua del Colector,Volume d'eau du collecteur,Volume d'eau du collecteur,Y,
Column Number,Tarifa de Comisionamiento,Número de Columna,Numéro de colonne,Numéro de Colonne,Y,Y
Column Separator,Bobina Complementaria Utilizada para Recuperación de Calor,Separador de Columnas,Séparateur de colonne,Séparateur de colonnes,Y,Y
Combined Convective/Radiative Film Coefficient,Nombre de Bomba de Calor de Enfriamiento Complementaria,Coeficiente Combinado de Película Convectiva/Radiante,Coefficient de film convectif/radiatif combiné,Coefficient de film convectif/radiatif combiné,Y,
Combustion Air Inlet Node Name,Nombre de Bomba de Calor Complementaria,Nombre del Nodo de Entrada de Aire de Combustión,Nom du nœud d'entrée d'air de combustion,Nom du nœud d'entrée d'air de combustion,Y,
Combustion Air Outlet Node Name,Nombre de la Bomba de Calor de Calefacción Complementaria,Nombre del Nodo de Salida de Aire de Combustión,Nom du nœud de sortie d'air de combustion,Nom du nœud de sortie d'air de combustion,Y,
Combustion Efficiency,Nombre del Componente,Eficiencia de Combustión,Rendement de combustion,Rendement de Combustion,Y,Y
Commissioning Fee,Nombre del Componente o Nombre del Nodo,Cuota de Puesta en Marcha,Frais de mise en service,Frais de mise en service,Y,
Common Pipe Simulation,Simulación de Tubería Común,Simulación de Tubería Común,Simulation de tuyauterie commune,Simulation de Conduite Commune,,Y
Companion Coil Used For Heat Recovery,Modo de Control de Temperatura de Enfriamiento de Componente Anulado,Bobina Compañera Utilizada para Recuperación de Calor,Serpentin d'accompagnement utilisé pour la récupération de chaleur,Bobine compagnon utilisée pour la récupération de chaleur,Y,Y
Companion Cooling Heat Pump Name,Nodo de Entrada del Lado de Demanda de Anulación de Componente de Bucle,Nombre de la Bomba de Calor Refrigerante Asociada,Nom de la pompe à chaleur de refroidissement auxiliaire,Nom de la pompe à chaleur de refroidissement associée,Y,Y
Companion Heat Pump Name,Nodo de Entrada del Lado de Suministro de Anulación de Componente,Nombre del Bomba de Calor Complementaria,Nom de la Pompe à Chaleur Complémentaire,Nom de la Pompe à Chaleur Associée,Y,Y
Companion Heating Heat Pump Name,Esquema de Operación de Punto de Consigna de Componente - Programa,Nombre del Calentador de Bomba de Calor Acompañante,Nom de la Pompe à Chaleur de Chauffage Complémentaire,Nom de la pompe à chaleur de chauffage associée,Y,Y
Component Name,Aislamiento Compuesto de Cavidad,Nombre del Componente,Nom du composant,Nom du composant,Y,
Component Name or Node Name,Configuración de Estructura Compuesta,Nombre del Componente o Nodo,Nom du composant ou du nœud,Nom du composant ou du nœud,Y,
Component Override Cooling Control Temperature Mode,Profundidad del Marco Compuesto,Modo de Temperatura de Control de Refrigeración de Sobrepotencial del Componente,Mode de température de contrôle du refroidissement avec priorité de composant,Mode de Température de Contrôle du Refroidissement en Remplacement de Composant,Y,Y
Component Override Loop Demand Side Inlet Node,Material de Enmarcado Compuesto,Nodo de Entrada del Lado de Demanda del Circuito de Anulación de Componentes,Nœud d'entrée côté demande de boucle de remplacement de composant,Nœud d'entrée côté demande de la boucle de remplacement du composant,Y,Y
Component Override Loop Supply Side Inlet Node,Tamaño del Marco Compuesto,Nodo de Entrada del Lado de Suministro del Circuito de Anulación del Componente,Nœud d'entrée du côté alimentation de la boucle de remplacement de composant,Nœud d'entrée côté alimentation de la boucle de remplacement de composant,Y,Y
Component Setpoint Operation Scheme Schedule,Programa de Temperatura Ambiente del Compresor,Esquema de Operación de Consigna de Componente - Horario,Calendrier du schéma de fonctionnement du point de consigne du composant,Calendrier du Schéma de Fonctionnement des Consignes de Composants,Y,Y
Composite Cavity Insulation,Nombre del Programa de Temperatura Ambiente del Compresor,Aislamiento Compuesto de Cavidad,Isolation composite de cavité,Isolation composite de cavité,Y,
Composite Framing Configuration,Factor de Corrección de Capacidad Evaporativa del Compresor,Configuración de Marco Compuesto,Configuration du cadre composite,Configuration de Cadre Composite,Y,Y
Composite Framing Depth,Tipo de Combustible del Compresor,Profundidad del Marco Compuesto,Épaisseur de la structure composite,Épaisseur de structure composite,Y,Y
Composite Framing Material,Factor de Pérdida de Calor del Compresor,Material de Marco Compuesto,Matériau de charpente composite,Matériau de charpente composite,Y,
Composite Framing Size,Eficiencia del Inversor del Compresor,Tamaño de Marco Compuesto,Taille de la structure composite,Dimension de l'ossature composite,Y,Y
